name,image,description
Sherlock Holmes. Der Mann mit der Narbe,https://einfachebuecher.de/media/66/ed/4d/1654876187/Sherlock_Holmes_Der_mann_mit_der_narbe_m.jpg,"Ein Freund bittet Doktor Watson, den drogen-süchtigen Mann einer Freundin zu finden. Er ist seit ein paar Tagen verschwunden. Doktor Watson findet ihn in einem Opium-Keller. Zu Watsons Überraschung trifft er dort auch auf seinen Freund Sherlock Holmes. Holmes sucht den bekannten Gentleman Mister St. Clair. Wahrscheinlich wurde er umgebracht. Holmes und Watson verdächtigen einen Bettler mit einem entstellten Gesicht.
Endlich geht die Tür des Opium-Kellers auf.Heraus stolpert ein buckliger Mann.Er biegt in eine Seitengasse ein.Watson geht hinter ihm her.Dann schaut sich der bucklige Mann um.Er richtet sich auf und beginnt laut zu lachen.„Watson!Dass ich gerade Ihnen im Keller begegne.Was dachten Sie bloß?Dass ich Opium rauche?“
Zu diesem Titel ist Gratis-Unterrichtsmaterial erhältlich. Sie finden es hier.
Lesen Sie hier die ersten Kapitel aus Sherlock Holmes. Der Mann mit der Narbe! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.
Zubehör: Lesebegleitheft"
Sherlock Holmes. Ein Skandal in Böhmen,https://einfachebuecher.de/media/06/de/2a/1654876225/Ein_Skandal_in_Boehmen_lowres_m.jpg,"Ein geheimnisvoller Mann mit einer Maske will sich mit Sherlock Holmes treffen. Er will ein Foto zurückhaben. Und er ist bereit dafür alles zu tun und viel Geld zu zahlen.
Sherlock Holmes nimmt den Fall an: Der Detektiv will dem Mann helfen.
Doch das Foto gehört einer Frau. Und zwar nicht irgendeiner Frau, sondern der klügsten Frau, die Holmes jemals getroffen hat.
Es ist ein Brief ohne Datum, ohne Name und ohne Unterschrift.
Nur ein paar Zeilen Text.
Watson liest:
Ein Gentleman möchte Sie sprechen.
Es ist wichtig.
Man sagt, man kann Ihnen vertrauen.
Der Gentleman wird heute Abend
um viertel vor 8 da sein.
Wundern Sie sich nicht:
Er wird eine Maske tragen.
Lesen Sie hier die ersten Kapitel aus Sherlock Holmes: Ein Skandal in Böhmen! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Sie nannten mich Unkraut,https://einfachebuecher.de/media/f4/25/4c/1654876216/Sie_nannten_mich_Unkraut_-_cover_Lowres_m.jpg,"Jakob haut von zu Hause ab. Weil sein Vater brutal ist.
Jakob schwänzt die Schule. Weil er nichts versteht und ausgelacht wird.
Er schlägt sich als Hilfs-Gärtner durch. Denn er hat ein Geheimnis, das niemand wissen soll:
Er kann kaum lesen und schreiben.
Und genau das bedroht seine erste große Liebe. Und das Leben von seinem Baby.
Als alles beinahe verloren ist, verändert Jakob sein ganzes Leben.
Alle sind zufrieden mit mir.
Aber eines Tages will mich plötzlich der Chef sprechen.
„Herr Gärtner“, sagt er,
„Sie sind uns aufgefallen.“
Sofort wird mir schlecht.
Die haben was gemerkt.
War ich denn nicht vorsichtig genug?
Ich habe doch kaum mit den anderen gesprochen.
Woran sollen sie was gemerkt haben?
Marion Döbert ist Autorin und freie Publizistin. Sie schreibt Lektüren in verständlicher Sprache und ist Gründungs- und Vorstandsmitglied im Bundesverband Alphabetisierung und Grundbildung e.V.
Ihr Roman „Sie nannten mich Unkraut“ zeigt, wie schwer es ist, ohne Lesen und Schreiben zu leben. Aber das Buch macht auch Mut, ein schweres Leben in ein glückliches Leben zu verwandeln.
Lesen Sie hier die ersten Kapitel aus Sie nannten mich Unkraut! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Sinem und das Wasser,https://einfachebuecher.de/media/cf/53/90/1654876241/Ein_Tag_im_..._Juli_Sinem_und_das_Wasser_lowres_m.jpg,"Puh, ist das heiß! Und Sinem darf nichts trinken,
denn es ist Ramadan. Sie darf erst essen
und trinken, wenn die Sonne untergegangen ist.
Sinem macht sich auch ein bisschen Sorgen
um ihren Sohn Cem. Er ist 13 Jahre alt und
macht zum ersten Mal beim Fasten mit.
Und nun möchte er im Fluss schwimmen gehen.
Mit leerem Magen.
Ob das wohl eine gute Idee ist?
 
Die Buchreihe Ein Tag im … ist speziell für Menschen, die neu in Deutschland sind und am Anfang des Spracherwerbs stehen. Jedes Buch beinhaltet eine Geschichte, die sich in einem Monat des Jahres abspielt. Erzählt wird von jeweils einer Person, die immer eine andere Nationalität hat.Die Bücher sind mit modernen One-Line-Grafiken illustriert und bieten eine Basis, um im Unterricht nicht nur über die Sprache, sondern auch die Kultur in Deutschland zu sprechen.  
Lesen Sie hier die ersten Kapitel aus Sinem und das Wasser (Ein Tag im Juli)! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Sommer. Jetzt!,https://einfachebuecher.de/media/54/14/54/1654876209/Sommer._Jetzt_lowres_m.jpg,"„Was macht ihr denn hier?“, fragt sie uns leise.
„Ich feiere hier mit meinem Chef und meinen Kollegen.“
Meine Schwester Gabi sagt laut: „Am Telefon hast du erzählt,
dass du dich am Knie verletzt hast. Und dass du nicht laufen kannst.
Da haben wir Essen und Trinken eingepackt und sind hergefahren.“
Ela ist ganz blass geworden. „Wir? Wer ist denn noch alles mitgekommen?“
In vier kurzen Geschichten erzählt Dora Heldt von der Sonne, dem Meer und dem Strand. Und von Ela, die plötzlich Manu heißt, und anderen kleinen Problemen, denen man im Sommer begegnen kann.
Lesen Sie hier die ersten Kapitel aus Sommer. Jetzt! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Stadt der Diebe,https://einfachebuecher.de/media/a4/ba/54/1654876214/Stadt_der_Diebe_-_lowres_m.jpg,"Leningrad im Januar 1942, mitten im Zweiten Weltkrieg.
Lew ist 17 und kämpft ums Überleben. Eines Tages verhaftet ihn eine Wache als Plünderer. Denn Lew hat einen toten deutschen Soldaten nach Essen durchsucht. Darauf steht die Todesstrafe.
Doch im Gefängnis gibt der Geheimdienst ihm eine Chance: Zusammen mit Kolja, einem andern Häftling, soll Lew 12 Eier für eine Torte besorgen. Die Torte will der Chef vom Geheimdienst seiner Tochter zur Hochzeit schenken. Ein Wettlauf mit der Zeit beginnt. Denn wenn Lew und Kolja die Eier nicht rechtzeitig bringen, droht ihnen der Tod.
Die Suche nach den Eiern ist eine schwierige Aufgabe.
Niemand hat Hühner.
Da hören Lew und Kolja, dass es hinter den feindlichen Linien noch Eier geben soll ...
Lesen Sie hier die ersten Kapitel aus Stadt der Diebe! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Till Eulenspiegel,https://einfachebuecher.de/media/a8/f8/34/1654876222/Till_Eulenspiegel_-_lowres_m.jpg,"Till Eulenspiegel ist der wohl bekannteste Narr aus Deutschland. Seine Sagen sind aber auf der ganzen Welt bekannt.

Viele Menschen lachen auch heute noch gerne über Till Eulenspiegel. Warum? Ganz einfach:

Eulenspiegel streift durch das Land und treibt Scherze mit den Menschen. Er nutzt ihre Eitelkeit und ihre Habgier aus. Wenn die Menschen dann ihre Dummheit bemerken, schämen sie sich so, dass sie niemandem davon erzählen.

 

Till zieht fröhlich durch das Land.

Er übernachtet in Herbergen.

Dort isst und trinkt er bis spät in die Nacht 

mit den anderen Gästen.

Und er erzählt ihnen schöne Geschichten.

„Kannst du auch was anderes als essen, trinken und Witze erzählen?“, fragen ihn die Leute eines Abends.

""Natürlich"" sagt Till. ""Kommt morgen nur vorbei, dann tanze ich auf einem Seil.""

 

Welche Scherze Till Eulenspiegel so treibt?

Dieses Buch erzählt in 18 lustigen und manchmal merkwürdigen Geschichten davon.

 

Lesen Sie hier die ersten Kapitel aus Till Eulenspiegel! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Topmodel - Angst von der Waage,https://einfachebuecher.de/media/ec/db/b4/1654876246/Topmodel_DUITS_hires_m.jpg,"Topmodel handelt von Kiia, einem schönen, langen, dünnen Mädchen. Sie wird mit 14 Jahren als Model entdeckt. Schnell wird sie berühmt. Jungen schauen ihr nach, die Klatschzeitungen schreiben über sie und sie verdient sehr viel Geld. Doch dann verändert sich Kiias Körper. Er wird runder und voller. Für ein Model ist das eine Katastrophe. Aber Kiia will ihr Luxusleben nicht mehr aufgeben. Also fängt sie an, immer mehr abzunehmen...Lesen Sie hier die ersten Kapitel aus Topmodel! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Trigger,https://einfachebuecher.de/media/19/7f/d1/1654876209/Trigger_lowres_m.jpg,"Dr. Ellen Roth ist Psychiaterin in der Waldklinik. Als ihr Kollege wegfährt, übernimmt sie einen besonderen Fall von ihm. Es geht um eine Frau, die offenbar misshandelt wurde. Sie behauptet, dass der Schwarze Mann sie verfolgt. Kurz nach dem ersten Gespräch verschwindet die Frau. Niemand hat sie gesehen. Dr. Roth beginnt ihre Suche. Doch bald hat es der Schwarze Mann auch auf sie abgesehen...
Ellen öffnet die Tür von Zimmer Nr. 7.
Hier ist die neue Patientin untergebracht.
Im Zimmer ist es dunkel.
Die Vorhänge sind zugezogen.
Auch die Fenster sind geschlossen.
Es riecht sehr schlecht in dem Zimmer.
Nach einem ungewaschenen Menschen
und nach schmutziger Kleidung.
Wulf Dorn verarbeitet in seinen Geschichten 20 Jahre Erfahrung durch die Arbeit in einer psychiatrischen Klink. Seine Bücher werden weltweit gelesen.
Lesen Sie hier die ersten Kapitel aus Trigger! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Tristan und Isolde,https://einfachebuecher.de/media/48/e1/c1/1654876185/Tristan_und_Isolde_-_hires_m.jpg,"Tristan und Isolde ist eine Geschichte über die wahre Liebe. Und es ist eine sehr alte Geschichte.
Sie handelt von Prinzessinnen, Rittern und Königen.
So soll Prinzessin Isolde eigentlich König Marke heiraten.
Doch sie hat sich in seinen Neffen Tristan verliebt.
Wie geht die Geschichte aus?

Der Spaß am Lesen Verlag erzählt die Geschichte erstmalig in Einfacher Sprache.Lesen Sie hier die ersten Kapitel aus Tristan und Isolde! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Tschick,https://einfachebuecher.de/media/c3/1d/c4/1654876183/Tschick_Final_lowres_m.jpg,"Maik und Tschick kommen aus zwei Welten: Maik wohnt in einer Villa mit einem Swimmingpool. Tschick kommt aus Russland und ist arm. Doch haben die beiden 14-jährigen etwas gemeinsam: In ihrer Schule sind sie Außenseiter. Eines Tages taucht Tschick bei Maik mit einem gestohlenen
Auto auf und die beiden beschließen abzuhauen. Es beginnt eine abenteuerliche Reise in den Osten Deutschlands, auf der Suche nach der Walachei...

„Bist du verrückt? Du kannst doch nicht einfach ein Auto klauen!“
„Der ist nicht geklaut, nur geliehen“, sagte Tschick.
„Ich stell ihn nachher wieder hin. Das hab ich mit meinem Bruder schon oft gemacht.
Komm, lass uns ´ne Runde fahren! Einmal um den Block.“

Wolfgang Herrndorf wurde 1965 in Hamburg geboren. Sein in 2010 veröffentlichter Roman Tschick wurde über eine Million Mal verkauft und in 16 Sprachen übersetzt. 2011 bekam Tschick den deutschen Jugend-Literatur-Preis. Wolfgang Herrndorf starb 2013 im Alter von nur 48 Jahren. Kurz vor seinem Tod setzte er sich persönlich dafür ein, dass sein Buch Tschick in Einfacher Sprache erscheint.



Zu diesem Titel ist Unterrichtsmaterial erhältlich. Sie finden es hier.
Lesen Sie hier die ersten Kapitel aus Tschick! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten. Zubehör: Lesebegleitheft"
Tulio stürzt,https://einfachebuecher.de/media/a6/f0/f9/1661326791/Ein%20Tag%20im%20...%20September_Tulio%20st%C3%BCrzt_lowres.jpg,"So, Feierabend. Das war die letzte Kundin für heute. Sofia möchte den Friseursalon schließen. Ihr Bruder Tulio will noch schnell einkaufen gehen.
Denn sie müssen noch zum Deutschkurs. Tulio fährt
auf seinen Inlinern, so wie immer.
Das ging schnell, denkt Sofia, als sich die Tür öffnet. Doch es ist nicht Tulio, der den Friseursalon betritt …
 
Die Buchreihe Ein Tag im … ist speziell für Menschen, die neu in Deutschland sind und am Anfang des Spracherwerbs stehen. Jedes Buch beinhaltet eine Geschichte, die sich in einem Monat des Jahres abspielt. Erzählt wird von jeweils einer Person, die immer eine andere Nationalität hat.Die Bücher sind mit modernen One-Line-Grafiken illustriert und bieten eine Basis, um im Unterricht nicht nur über die Sprache, sondern auch die Kultur in Deutschland zu sprechen.  
Lesen Sie hier die ersten Kapitel aus Tulio stürzt (Ein Tag im September)! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Und damit Basta,https://einfachebuecher.de/media/9d/16/0f/1656407734/9783948856908.jpg,"Lebe ich? Oder bin ich tot? Ich weiß es nicht. Ich kann nichts sehen. Aber ich höre Stimmen. Unbekannte Stimmen. Und die Stimmen von meinen Eltern. Meine Mutter weint. Jemand sagt, dass sie stark bleiben muss. Dass ich bald wieder aufwache. Ist das so? Oder träume ich das nur?
Der fünfzehnjährige Ben hat die Nase voll. Dauernd soll er seinem Vater helfen. In der Werkstatt oder im Garten. Das nervt! Genau wie die Schule. Warum muss man unbedingt das Abitur machen? Eine Lehre ist doch auch okay? Aber das kapiert Bens Vater nicht. Zum Glück hat Ben einen besten Freund. Ole. Mit dem kann man über alles reden. Und verrückte Sachen machen. Vielleicht ein bisschen zu verrückt?

Lesen Sie hier die ersten Kapitel aus Und damit Basta! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Unterrichtsmaterial Anne Frank,https://einfachebuecher.de/media/f8/9b/4d/1654876205/Anne_Frank_-_UMat_Cover_m.jpg,"Gute Bücher in verständlicher Sprache – das hilft ungeübten LeserInnen dabei, die Freude am Lesen zu entdecken. Neue Welten tun sich auf: Die Phantasie erschafft Bilder im Kopf, das Erleben einer Geschichte aus der Perspektive eines anderen Menschen erweitert den Horizont. Für viele unserer Leser ist das eine völlig neue Erfahrung.

Sie verwenden unsere Bücher mit einer Gruppe: In einer Schulklasse, in einem Alphabetisierungskurs, in einer Lesegruppe oder, oder, oder. Und Sie wecken diese neue Erfahrung in Ihren Schülern, Lernern, Lesern.

Unser Unterrichtsmaterial hilft Ihnen, Gesprächseinstiege zu finden: Das Gelesene zu verstehen, sich darüber auszutauschen und Fragen, die sich aus den Büchern ergeben, zu bearbeiten.

Wir wünschen Ihnen und Ihrer Klasse, Ihrem Kurs oder Ihrer Gruppe viel Freude beim Lesen!"
Unterrichtsmaterial Ballfieber,https://einfachebuecher.de/media/ab/b9/7d/1654876283/003_Cover_Unterrichtsmaterial_m.jpg,"Gute Bücher in verständlicher Sprache – das hilft ungeübten LeserInnen dabei, die Freude am Lesen zu entdecken. Neue Welten tun sich auf: Die Phantasie erschafft Bilder im Kopf, das Erleben einer Geschichte aus der Perspektive eines anderen Menschen erweitert den Horizont. Für viele unserer Leser ist das eine völlig neue Erfahrung.

Sie verwenden unsere Bücher mit einer Gruppe: In einer Schulklasse, in einem Alphabetisierungskurs, in einer Lesegruppe oder, oder, oder. Und Sie wecken diese neue Erfahrung in Ihren Schülern, Lernern, Lesern.

Unser Unterrichtsmaterial hilft Ihnen, Gesprächseinstiege zu finden: Das Gelesene zu verstehen, sich darüber auszutauschen und Fragen, die sich aus den Büchern ergeben, zu bearbeiten.

Wir wünschen Ihnen und Ihrer Klasse, Ihrem Kurs oder Ihrer Gruppe viel Freude beim Lesen!"
Unterrichtsmaterial Be My Baby,https://einfachebuecher.de/media/ab/b9/7d/1654876283/003_Cover_Unterrichtsmaterial_m.jpg,"Gute Bücher in verständlicher Sprache – das hilft ungeübten LeserInnen dabei, die Freude am Lesen zu entdecken. Neue Welten tun sich auf: Die Phantasie erschafft Bilder im Kopf, das Erleben einer Geschichte aus der Perspektive eines anderen Menschen erweitert den Horizont. Für viele unserer Leser ist das eine völlig neue Erfahrung.

Sie verwenden unsere Bücher mit einer Gruppe: In einer Schulklasse, in einem Alphabetisierungskurs, in einer Lesegruppe oder, oder, oder. Und Sie wecken diese neue Erfahrung in Ihren Schülern, Lernern, Lesern.

Unser Unterrichtsmaterial hilft Ihnen, Gesprächseinstiege zu finden: Das Gelesene zu verstehen, sich darüber auszutauschen und Fragen, die sich aus den Büchern ergeben, zu bearbeiten.

Wir wünschen Ihnen und Ihrer Klasse, Ihrem Kurs oder Ihrer Gruppe viel Freude beim Lesen!"
Unterrichtsmaterial Bevor ich sterbe,https://einfachebuecher.de/media/ab/b9/7d/1654876283/003_Cover_Unterrichtsmaterial_m.jpg,"Gute Bücher in verständlicher Sprache – das hilft ungeübten LeserInnen dabei, die Freude am Lesen zu entdecken. Neue Welten tun sich auf: Die Phantasie erschafft Bilder im Kopf, das Erleben einer Geschichte aus der Perspektive eines anderen Menschen erweitert den Horizont. Für viele unserer Leser ist das eine völlig neue Erfahrung.

Sie verwenden unsere Bücher mit einer Gruppe: In einer Schulklasse, in einem Alphabetisierungskurs, in einer Lesegruppe oder, oder, oder. Und Sie wecken diese neue Erfahrung in Ihren Schülern, Lernern, Lesern.

Unser Unterrichtsmaterial hilft Ihnen, Gesprächseinstiege zu finden: Das Gelesene zu verstehen, sich darüber auszutauschen und Fragen, die sich aus den Büchern ergeben, zu bearbeiten.

Wir wünschen Ihnen und Ihrer Klasse, Ihrem Kurs oder Ihrer Gruppe viel Freude beim Lesen!"
Unterrichtsmaterial Das Labyrinth der Wörter,https://einfachebuecher.de/media/ab/b9/7d/1654876283/003_Cover_Unterrichtsmaterial_m.jpg,"Gute Bücher in verständlicher Sprache – das hilft ungeübten LeserInnen dabei, die Freude am Lesen zu entdecken. Neue Welten tun sich auf: Die Phantasie erschafft Bilder im Kopf, das Erleben einer Geschichte aus der Perspektive eines anderen Menschen erweitert den Horizont. Für viele unserer Leser ist das eine völlig neue Erfahrung.

Sie verwenden unsere Bücher mit einer Gruppe: In einer Schulklasse, in einem Alphabetisierungskurs, in einer Lesegruppe oder, oder, oder. Und Sie wecken diese neue Erfahrung in Ihren Schülern, Lernern, Lesern.

Unser Unterrichtsmaterial hilft Ihnen, Gesprächseinstiege zu finden: Das Gelesene zu verstehen, sich darüber auszutauschen und Fragen, die sich aus den Büchern ergeben, zu bearbeiten.

Wir wünschen Ihnen und Ihrer Klasse, Ihrem Kurs oder Ihrer Gruppe viel Freude beim Lesen!"
Unterrichtsmaterial Das Wunder von Bern,https://einfachebuecher.de/media/a2/50/26/1654876206/Das_Wunder_von_Bern_-_UMat_Cover_Seite_1_m.jpg,"Gute Bücher in verständlicher Sprache – das hilft ungeübten LeserInnen dabei, die Freude am Lesen zu entdecken. Neue Welten tun sich auf: Die Phantasie erschafft Bilder im Kopf, das Erleben einer Geschichte aus der Perspektive eines anderen Menschen erweitert den Horizont. Für viele unserer Leser ist das eine völlig neue Erfahrung.

Sie verwenden unsere Bücher mit einer Gruppe: In einer Schulklasse, in einem Alphabetisierungskurs, in einer Lesegruppe oder, oder, oder. Und Sie wecken diese neue Erfahrung in Ihren Schülern, Lernern, Lesern.

Unser Unterrichtsmaterial hilft Ihnen, Gesprächseinstiege zu finden: Das Gelesene zu verstehen, sich darüber auszutauschen und Fragen, die sich aus den Büchern ergeben, zu bearbeiten.

Wir wünschen Ihnen und Ihrer Klasse, Ihrem Kurs oder Ihrer Gruppe viel Freude beim Lesen!"
Unterrichtsmaterial Die fetten Jahre sind vorbei,https://einfachebuecher.de/media/ab/b9/7d/1654876283/003_Cover_Unterrichtsmaterial_m.jpg,"Gute Bücher in verständlicher Sprache – das hilft ungeübten LeserInnen dabei, die Freude am Lesen zu entdecken. Neue Welten tun sich auf: Die Phantasie erschafft Bilder im Kopf, das Erleben einer Geschichte aus der Perspektive eines anderen Menschen erweitert den Horizont. Für viele unserer Leser ist das eine völlig neue Erfahrung.

Sie verwenden unsere Bücher mit einer Gruppe: In einer Schulklasse, in einem Alphabetisierungskurs, in einer Lesegruppe oder, oder, oder. Und Sie wecken diese neue Erfahrung in Ihren Schülern, Lernern, Lesern.

Unser Unterrichtsmaterial hilft Ihnen, Gesprächseinstiege zu finden: Das Gelesene zu verstehen, sich darüber auszutauschen und Fragen, die sich aus den Büchern ergeben, zu bearbeiten.

Wir wünschen Ihnen und Ihrer Klasse, Ihrem Kurs oder Ihrer Gruppe viel Freude beim Lesen!"
Unterrichtsmaterial Die Flüsse von London,https://einfachebuecher.de/media/ab/b9/7d/1654876283/003_Cover_Unterrichtsmaterial_m.jpg,"Gute Bücher in verständlicher Sprache – das hilft ungeübten LeserInnen dabei, die Freude am Lesen zu entdecken. Neue Welten tun sich auf: Die Phantasie erschafft Bilder im Kopf, das Erleben einer Geschichte aus der Perspektive eines anderen Menschen erweitert den Horizont. Für viele unserer Leser ist das eine völlig neue Erfahrung.

Sie verwenden unsere Bücher mit einer Gruppe: In einer Schulklasse, in einem Alphabetisierungskurs, in einer Lesegruppe oder, oder, oder. Und Sie wecken diese neue Erfahrung in Ihren Schülern, Lernern, Lesern.

Unser Unterrichtsmaterial hilft Ihnen, Gesprächseinstiege zu finden: Das Gelesene zu verstehen, sich darüber auszutauschen und Fragen, die sich aus den Büchern ergeben, zu bearbeiten.

Wir wünschen Ihnen und Ihrer Klasse, Ihrem Kurs oder Ihrer Gruppe viel Freude beim Lesen!"
Unterrichtsmaterial Die Welle,https://einfachebuecher.de/media/01/25/75/1654876206/UMat_Die_Welle_Cover_m.jpg,"Gute Bücher in verständlicher Sprache – das hilft ungeübten LeserInnen dabei, die Freude am Lesen zu entdecken. Neue Welten tun sich auf: Die Phantasie erschafft Bilder im Kopf, das Erleben einer Geschichte aus der Perspektive eines anderen Menschen erweitert den Horizont. Für viele unserer Leser ist das eine völlig neue Erfahrung.

Sie verwenden unsere Bücher mit einer Gruppe: In einer Schulklasse, in einem Alphabetisierungskurs, in einer Lesegruppe oder, oder, oder. Und Sie wecken diese neue Erfahrung in Ihren Schülern, Lernern, Lesern.

Unser Unterrichtsmaterial hilft Ihnen, Gesprächseinstiege zu finden: Das Gelesene zu verstehen, sich darüber auszutauschen und Fragen, die sich aus den Büchern ergeben, zu bearbeiten.

Wir wünschen Ihnen und Ihrer Klasse, Ihrem Kurs oder Ihrer Gruppe viel Freude beim Lesen!"
Unterrichtsmaterial Drei kleine Worte,https://einfachebuecher.de/media/ab/b9/7d/1654876283/003_Cover_Unterrichtsmaterial_m.jpg,"Gute Bücher in verständlicher Sprache – das hilft ungeübten LeserInnen dabei, die Freude am Lesen zu entdecken. Neue Welten tun sich auf: Die Phantasie erschafft Bilder im Kopf, das Erleben einer Geschichte aus der Perspektive eines anderen Menschen erweitert den Horizont. Für viele unserer Leser ist das eine völlig neue Erfahrung.

Sie verwenden unsere Bücher mit einer Gruppe: In einer Schulklasse, in einem Alphabetisierungskurs, in einer Lesegruppe oder, oder, oder. Und Sie wecken diese neue Erfahrung in Ihren Schülern, Lernern, Lesern.

Unser Unterrichtsmaterial hilft Ihnen, Gesprächseinstiege zu finden: Das Gelesene zu verstehen, sich darüber auszutauschen und Fragen, die sich aus den Büchern ergeben, zu bearbeiten.

Wir wünschen Ihnen und Ihrer Klasse, Ihrem Kurs oder Ihrer Gruppe viel Freude beim Lesen!"
Unterrichtsmaterial Erzählungen von Heinrich Böll,https://einfachebuecher.de/media/ed/8c/3a/1654876207/UMat_Erzaehlungen_von_Heinrich_Boell_cover_m.jpg,"Gute Bücher in verständlicher Sprache – das hilft ungeübten LeserInnen dabei, die Freude am Lesen zu entdecken. Neue Welten tun sich auf: Die Phantasie erschafft Bilder im Kopf, das Erleben einer Geschichte aus der Perspektive eines anderen Menschen erweitert den Horizont. Für viele unserer Leser ist das eine völlig neue Erfahrung.

Sie verwenden unsere Bücher mit einer Gruppe: In einer Schulklasse, in einem Alphabetisierungskurs, in einer Lesegruppe oder, oder, oder. Und Sie wecken diese neue Erfahrung in Ihren Schülern, Lernern, Lesern.

Unser Unterrichtsmaterial hilft Ihnen, Gesprächseinstiege zu finden: Das Gelesene zu verstehen, sich darüber auszutauschen und Fragen, die sich aus den Büchern ergeben, zu bearbeiten.

Wir wünschen Ihnen und Ihrer Klasse, Ihrem Kurs oder Ihrer Gruppe viel Freude beim Lesen!"
"Unterrichtsmaterial Good Bye, Lenin",https://einfachebuecher.de/media/10/0f/af/1654876205/Good_bye_Lenin_-_UMat_Cover_m.jpg,"Gute Bücher in verständlicher Sprache – das hilft ungeübten LeserInnen dabei, die Freude am Lesen zu entdecken. Neue Welten tun sich auf: Die Phantasie erschafft Bilder im Kopf, das Erleben einer Geschichte aus der Perspektive eines anderen Menschen erweitert den Horizont. Für viele unserer Leser ist das eine völlig neue Erfahrung.

Sie verwenden unsere Bücher mit einer Gruppe: In einer Schulklasse, in einem Alphabetisierungskurs, in einer Lesegruppe oder, oder, oder. Und Sie wecken diese neue Erfahrung in Ihren Schülern, Lernern, Lesern.

Unser Unterrichtsmaterial hilft Ihnen, Gesprächseinstiege zu finden: Das Gelesene zu verstehen, sich darüber auszutauschen und Fragen, die sich aus den Büchern ergeben, zu bearbeiten.

Wir wünschen Ihnen und Ihrer Klasse, Ihrem Kurs oder Ihrer Gruppe viel Freude beim Lesen!"
Unterrichtsmaterial Im Juli,https://einfachebuecher.de/media/ab/b9/7d/1654876283/003_Cover_Unterrichtsmaterial_m.jpg,"Gute Bücher in verständlicher Sprache – das hilft ungeübten LeserInnen dabei, die Freude am Lesen zu entdecken. Neue Welten tun sich auf: Die Phantasie erschafft Bilder im Kopf, das Erleben einer Geschichte aus der Perspektive eines anderen Menschen erweitert den Horizont. Für viele unserer Leser ist das eine völlig neue Erfahrung.

Sie verwenden unsere Bücher mit einer Gruppe: In einer Schulklasse, in einem Alphabetisierungskurs, in einer Lesegruppe oder, oder, oder. Und Sie wecken diese neue Erfahrung in Ihren Schülern, Lernern, Lesern.

Unser Unterrichtsmaterial hilft Ihnen, Gesprächseinstiege zu finden: Das Gelesene zu verstehen, sich darüber auszutauschen und Fragen, die sich aus den Büchern ergeben, zu bearbeiten.

Wir wünschen Ihnen und Ihrer Klasse, Ihrem Kurs oder Ihrer Gruppe viel Freude beim Lesen!"
Unterrichtsmaterial Im Westen nichts Neues,https://einfachebuecher.de/media/04/05/62/1654876206/UMat_Im_Westen_nichts_Neues_m.jpg,"Gute Bücher in verständlicher Sprache – das hilft ungeübten LeserInnen dabei, die Freude am Lesen zu entdecken. Neue Welten tun sich auf: Die Phantasie erschafft Bilder im Kopf, das Erleben einer Geschichte aus der Perspektive eines anderen Menschen erweitert den Horizont. Für viele unserer Leser ist das eine völlig neue Erfahrung.

Sie verwenden unsere Bücher mit einer Gruppe: In einer Schulklasse, in einem Alphabetisierungskurs, in einer Lesegruppe oder, oder, oder. Und Sie wecken diese neue Erfahrung in Ihren Schülern, Lernern, Lesern.

Unser Unterrichtsmaterial hilft Ihnen, Gesprächseinstiege zu finden: Das Gelesene zu verstehen, sich darüber auszutauschen und Fragen, die sich aus den Büchern ergeben, zu bearbeiten.

Wir wünschen Ihnen und Ihrer Klasse, Ihrem Kurs oder Ihrer Gruppe viel Freude beim Lesen!"
